,timestamp,close,volume,trade_count,vwap,SMA_20,EMA_20,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Width,Volume_Change,Volume_MA_10,day_of_week,month,Close_Lag_1,Close_Lag_2,Close_Lag_3,Return
33,2016-02-22,194.78,110378274.0,360507.0,194.558829,189.53004,190.36429272822534,54.330410485314744,-0.3987755305059295,-1.4847060963882135,195.96830536588857,183.09177463411146,12.876530731777109,-0.06335946206428122,147775851.2,22,2,192.0,192.09,192.88,0.014479166666666599
34,2016-02-23,192.32,112962491.0,434602.0,192.984896,189.76404,190.55055056363244,50.48319612421423,-0.21516106538683744,-1.2307970901879384,196.25053073394852,183.27754926605147,12.972981467897057,0.023412370082902312,139751010.8,23,2,194.78,192.0,192.09,-0.012629633432590603
35,2016-02-24,193.2,159573885.0,588124.0,191.410962,189.91404,190.80287908138172,51.76922753545595,0.0013478296824018798,-0.9843681062138704,196.57044398725918,183.25763601274082,13.312807974518364,0.4126271790518501,136973463.8,24,2,192.32,194.78,192.0,0.0045757071547420924
36,2016-02-25,195.54,114169518.0,417790.0,194.246745,190.28454,191.25403345458346,55.03778587531752,0.3576286126604771,-0.715968762439001,197.31677708940478,183.2523029105952,14.064474178809576,-0.2845350728911563,133463328.2,25,2,193.2,192.32,194.78,0.012111801242236098
37,2016-02-26,195.0892,133322130.0,461021.0,195.707545,190.58350000000002,191.6192874112898,54.29166425829457,0.5967291849349294,-0.4534291729642149,197.89348583145005,183.27351416854998,14.61997166290007,0.1677559153748902,124745224.4,26,2,195.54,193.2,192.32,-0.002305410657665874
38,2016-02-29,193.35,130754750.0,428044.0,194.75753,190.56495999999999,191.78411718164315,51.458648078649546,0.6385187593957085,-0.23503958649223025,197.84484269971435,183.28507730028562,14.559765399428727,-0.01925696806674182,124537988.5,29,2,195.0892,195.54,193.2,-0.00891489636535503
39,2016-03-01,198.11,149240057.0,495960.0,196.920446,190.78796,192.38658221196286,57.80228928251611,1.043698411643959,0.020708013135007596,198.67971566535104,182.89620433464896,15.783511330702083,0.1413738850787447,126981297.5,1,3,193.35,195.0892,195.54,0.024618567364882438
40,2016-03-02,199.0,105710824.0,424659.0,198.181068,191.22996,193.01643152510925,58.860435971388256,1.4202500091416255,0.3006164123363312,199.8848432991324,182.5750767008676,17.309766598264787,-0.29167258358793047,123758774.0,2,3,198.11,193.35,195.0892,0.00449245368734541
41,2016-03-03,199.775,99753935.0,372930.0,198.974139,191.65371,193.6601047131941,59.78478392444696,1.7609072435441817,0.5926745785779014,201.07662405413424,182.23079594586574,18.845828108268506,-0.056350795260095565,123371072.5,3,3,199.0,198.11,193.35,0.003894472361809065
42,2016-03-04,200.43,130997120.0,497772.0,200.291078,192.09521,194.30485664527086,60.57289366505592,2.0599873304003893,0.886137128942399,202.2645608421925,181.9258591578075,20.338701684385,0.3132025318098981,124686298.4,4,3,199.775,199.0,198.11,0.003278688524590123
43,2016-03-07,200.59,103795836.0,376260.0,200.16169,192.72721,194.90344172667363,60.77057393271857,2.2835972294427336,1.165629149042466,203.3485912092214,182.10582879077862,21.242762418442794,-0.20764795439777606,124028054.6,7,3,200.43,199.775,199.0,0.0007982836900664037
44,2016-03-08,198.4,130694666.0,503031.0,198.963577,193.37621000000001,195.23644727651424,56.6763568215725,2.258065415536379,1.3841164023412487,203.71477762185177,183.03764237814826,20.677135243703503,0.2591513401366121,125801272.1,8,3,200.59,200.43,199.775,-0.010917792512089353
45,2016-03-09,199.38,99817255.0,366554.0,199.211441,194.07370999999998,195.63107134541764,58.008935234945234,2.2905055566007775,1.5653942331931545,204.04971138690857,184.09770861309138,19.952002773817185,-0.23625609173675077,119825609.1,9,3,198.4,200.59,200.43,0.0049395161290322065
46,2016-03-10,199.54,162803575.0,629939.0,199.085366,194.78721000000002,196.00335026490168,58.22973840303604,2.302582526875142,1.7128318919295522,204.16587077814964,185.4085492218504,18.757321556299246,0.6310163508303248,124689014.8,10,3,199.38,198.4,200.59,0.0008024877119068297
47,2016-03-11,202.76,140096982.0,426087.0,202.087419,195.78221000000002,196.64684071586342,62.416323804396974,2.542670380772421,1.878799589698126,204.0442065136523,187.52021348634773,16.523993027304584,-0.13947232424103706,125366500.0,11,3,199.54,199.38,198.4,0.016137115365340238
48,2016-03-14,202.5,75780385.0,297697.0,202.465303,196.57571000000002,197.20428445720975,61.88909303388623,2.681056358831313,2.0392509435247637,204.19247888920773,188.9589411107923,15.233537778415439,-0.4590862421290417,119869063.5,14,3,202.76,199.54,199.38,-0.0012823042020121411
49,2016-03-15,202.17,100377847.0,322276.0,201.74184,197.19521,197.6772097469993,61.19844003571651,2.7326002862696726,2.1779208120737454,204.5097796080906,189.8806403919094,14.629139216181215,0.3245887705637811,114982842.5,15,3,202.5,202.76,199.54,-0.0016296296296296475
50,2016-03-16,203.34,134058622.0,497352.0,202.792213,197.71821,198.21652310442795,62.749834736372094,2.835176294533113,2.3093719085656192,205.21729620510547,190.21912379489453,14.998172410210941,0.335539922469148,117817622.3,16,3,202.17,202.5,202.76,0.005787208784686193
51,2016-03-17,204.63,142855629.0,424816.0,204.33736,198.34521,198.82733042781575,64.40172907477682,2.986138394516928,2.4447252057558813,205.9532975751797,190.7371224248203,15.21617515035939,0.06562059842745516,122127791.7,17,3,203.34,202.17,202.5,0.00634405429330176
52,2016-03-18,204.38,143516983.0,448892.0,204.373264,198.96421,199.3561561013571,63.82434194416702,3.050440456959876,2.5658682559966803,206.419527071165,191.50889292883502,14.910634142329968,0.0046295270590981374,123379778.0,18,3,204.63,203.34,202.17,-0.0012217172457605896
53,2016-03-21,204.67,74822013.0,281086.0,204.468116,199.45871,199.86223647265643,64.21607652619505,3.089190614635015,2.6705327277243476,207.049053659651,191.86836634034898,15.180687319302024,-0.4786539443906789,120482395.7,21,3,204.38,204.63,203.34,0.0014189255308738602
54,2016-03-22,204.56,102471246.0,334193.0,204.604048,200.07071000000002,200.30964252287964,63.93962649107913,3.075571044555602,2.7515403910905984,207.22106220891985,192.9203577910802,14.300704417839654,0.3695334018880245,117660053.7,22,3,204.67,204.38,204.63,-0.0005374505301215526
55,2016-03-23,203.2092,82298399.0,348025.0,203.652408,200.57117,200.58579085403397,60.56909250803759,2.9220950731879043,2.7856513275100596,207.10220273459908,194.04013726540092,13.06206546919816,-0.1968634889049754,115908168.1,23,3,204.56,204.67,204.38,-0.0066034415330464835
56,2016-03-24,203.12,87233294.0,309977.0,202.527119,200.95017,200.82714410603074,60.347965674496606,2.7614344680059446,2.780807955609237,207.14021015660686,194.76012984339317,12.380080313213682,0.059963438656929435,108351140.0,24,3,203.2092,204.56,204.67,-0.00043895650393788177
57,2016-03-28,203.24,65368442.0,265041.0,203.316195,201.35771,201.0569399054564,60.55190884178774,2.613664085393225,2.7473791815660347,206.99958133419446,195.71583866580553,11.283742668388925,-0.2506480151947489,100878286.0,28,3,203.12,203.2092,204.56,0.0005907837731391474
58,2016-03-29,205.1208,95285880.0,370202.0,204.127735,201.94625000000002,201.44397420017484,63.63747906858066,2.618139551034062,2.7215312554596403,206.46871395298027,197.42378604701977,9.044927905960492,0.4576740256406906,102828835.5,29,3,203.24,203.12,203.2092,0.009254083841763405
59,2016-03-30,206.02,88696267.0,336442.0,206.262231,202.34175,201.87978618111057,65.01464357702929,2.6635406759545504,2.7099331395586224,206.8364940645721,197.8470059354279,8.989488129144206,-0.06915623804912119,101660677.5,30,3,205.1208,203.24,203.12,0.004383758253672987
60,2016-03-31,205.52,100166636.0,330389.0,205.876622,202.66775,202.226473211481,63.60467010156816,2.6288715780893597,2.69372082726477,207.0909181186686,198.2445818813314,8.846336237337198,0.1293218913034977,98271478.9,31,3,206.02,205.1208,203.24,-0.0024269488399184524
61,2016-04-01,206.92,121327177.0,396906.0,206.051177,203.025,202.6734757627685,65.79127856788983,2.6834314406953865,2.6916629499508935,207.60720814193405,198.44279185806596,9.164416283868093,0.211253385808025,96118633.7,1,4,205.52,206.02,205.1208,0.006811989100817373
62,2016-04-04,206.25,68935505.0,249273.0,206.399366,203.316,203.0140971186953,63.85856419518737,2.6421500630710852,2.681760372574932,207.94106512992053,198.69093487007947,9.250130259841058,-0.43182140469649266,88660485.9,4,4,206.92,205.52,206.02,-0.003237966363812017
63,2016-04-05,204.19,101675003.0,351546.0,204.539341,203.496,203.12608786929576,58.314308021325914,2.4153666468347126,2.628481627426888,207.9600998483465,199.03190015165353,8.928199696692957,0.47492939958878955,91345784.9,5,4,206.25,206.92,205.52,-0.009987878787878768
64,2016-04-06,206.42,94201589.0,391435.0,205.402711,203.897,203.43979378650567,62.06709788508214,2.388053524178474,2.5803960067772054,207.87205917641577,199.9219408235842,7.950118352831566,-0.07350296316194849,90518819.2,6,4,204.19,206.25,206.92,0.010921200842352707
65,2016-04-07,203.95,116797387.0,411651.0,204.167771,204.12550000000002,203.4883848544575,56.1712065665667,2.14240303179335,2.4927974117804346,207.5184560056104,200.73254399438963,6.785912011220773,0.23986642093691213,93968718.0,7,4,206.42,204.19,206.25,-0.011965894777637875
66,2016-04-08,204.4992,100794149.0,352141.0,204.81197,204.37345999999997,203.5846529635568,57.124458335512344,1.9693377966563617,2.3881054887556203,207.03593668489464,201.7109833151053,5.324953369789341,-0.1370170892607383,95324803.5,8,4,203.95,206.42,204.19,0.0026928168668791663
67,2016-04-11,204.0201,89038432.0,326083.0,204.888751,204.436465,203.62612410988473,56.005911908827585,1.7730839765729058,2.2651011863190775,207.00107522401217,201.87185477598783,5.129220448024341,-0.1166309465046429,97691802.5,11,4,204.4992,203.95,206.42,-0.00234279645103741
68,2016-04-12,205.92,121854818.0,381769.0,205.317962,204.607465,203.8445884803719,59.33010284131818,1.7506767502787568,2.1622162991110137,207.08747658890596,202.12745341109402,4.960023177811934,0.368564284690009,100348696.3,12,4,204.0201,204.4992,203.95,0.009312317756926758
69,2016-04-13,208.0008,98621124.0,353011.0,207.512365,204.899005,204.2404181489079,62.588974412683555,1.87916024249526,2.105605087787863,207.5305772589182,202.26743274108176,5.2631445178364515,-0.1906670116236192,101341182.0,13,4,205.92,204.0201,204.4992,0.010104895104895206
